Tue Jan 16 09:07:54 2018    ikfast_profile.out

         1868569599 function calls (1790298646 primitive calls) in 746.066 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
35713/35678    0.069    0.000    0.139    0.000 function.py:407(_eval_expand_basic)
       32    0.000    0.000    0.137    0.004 polytools.py:1451(div)
       32    0.000    0.000    0.135    0.004 polyclasses.py:464(div)
  1105/32    0.004    0.000    0.135    0.004 densearith.py:1491(dmp_ff_div)
     1677    0.006    0.000    0.134    0.000 polyutils.py:26(_sort_gens)
     1123    0.002    0.000    0.134    0.000 densetools.py:724(dmp_ground_extract)
37824/16631    0.063    0.000    0.132    0.000 densebasic.py:1617(_rec_list_terms)
       21    0.000    0.000    0.132    0.006 ikfast.py:11593(subs)
    23743    0.018    0.000    0.130    0.000 function.py:1446(isneg)
21919/5958    0.042    0.000    0.128    0.000 densearith.py:898(dmp_sqr)
      267    0.000    0.000    0.127    0.000 polytools.py:1701(TC)
  1548094    0.127    0.000    0.127    0.000 pythonrationaltype.py:211(numer)
      266    0.001    0.000    0.120    0.000 add.py:211(_eval_derivative)
   117043    0.037    0.000    0.120    0.000 simplify.py:941(powdenest)
      285    0.000    0.000    0.119    0.000 __init__.py:948(emit)
50343/8340    0.011    0.000    0.117    0.000 ikfast.py:1421(<genexpr>)
  1548666    0.117    0.000    0.117    0.000 pythonrationaltype.py:215(denom)
     9113    0.022    0.000    0.115    0.000 polyutils.py:38(order_key)
   470736    0.114    0.000    0.114    0.000 {method 'insert' of 'list' objects}
    34682    0.042    0.000    0.114    0.000 function.py:455(_eval_expand_multinomial)
       27    0.000    0.000    0.113    0.004 ikfast.py:6757(SimplifyTransformPoly)
       27    0.000    0.000    0.109    0.004 polytools.py:818(termwise)
14334/13969    0.018    0.000    0.108    0.000 numbers.py:340(__mul__)
   149262    0.061    0.000    0.106    0.000 compatibility.py:11(iterable)
        8    0.016    0.002    0.104    0.013 __init__.py:2(<module>)
    26560    0.014    0.000    0.102    0.000 core.py:252(__gt__)
    80918    0.028    0.000    0.099    0.000 pythonintegerring.py:93(gcd)
        1    0.004    0.004    0.096    0.096 __init__.py:106(<module>)
   402530    0.087    0.000    0.096    0.000 densebasic.py:238(dup_strip)
        1    0.087    0.087    0.092    0.092 inversekinematics.py:1150(testik)
        1    0.000    0.000    0.092    0.092 ikfast.py:9184(<lambda>)
        1    0.000    0.000    0.090    0.090 matrices.py:709(inv)
        1    0.000    0.000    0.090    0.090 matrices.py:1918(inverse_GE)
    36928    0.051    0.000    0.088    0.000 densebasic.py:865(dup_from_dict)
231934/71713    0.075    0.000    0.087    0.000 densearith.py:511(dmp_neg)
5174/4461    0.003    0.000    0.087    0.000 str.py:23(parenthesize)
 3170/478    0.016    0.000    0.086    0.000 ikfast_generator_cpp.py:1925(_WriteExprCode)
   140695    0.060    0.000    0.086    0.000 operations.py:264(make_args)
21659/21639    0.042    0.000    0.085    0.000 function.py:443(_eval_expand_mul)
        1    0.001    0.001    0.085    0.085 inversereachability.py:46(<module>)
 2002/854    0.010    0.000    0.084    0.000 expr.py:12(sort_key)
     1044    0.002    0.000    0.084    0.000 polyclasses.py:256(from_monoms_coeffs)
        1    0.004    0.004    0.083    0.083 __init__.py:126(<module>)
      427    0.001    0.000    0.082    0.000 ikfast.py:10856(isValidSolution)
   147472    0.032    0.000    0.082    0.000 {method 'add' of 'set' objects}
    82777    0.020    0.000    0.082    0.000 matrices.py:141(<lambda>)
     2637    0.005    0.000    0.082    0.000 expr.py:131(__complex__)
    62865    0.049    0.000    0.081    0.000 numbers.py:1091(__ne__)
110622/98850    0.024    0.000    0.081    0.000 {all}
1791/1279    0.001    0.000    0.081    0.000 misc.py:5(default_sort_key)
    38817    0.022    0.000    0.081    0.000 pythonrationaltype.py:26(__init__)
       72    0.000    0.000    0.081    0.001 expressiondomain.py:65(__mul__)
       82    0.000    0.000    0.081    0.001 ikfast.py:6761(<lambda>)
        3    0.008    0.003    0.080    0.027 __init__.py:15(<module>)
        1    0.000    0.000    0.074    0.074 add_newdocs.py:10(<module>)
    25052    0.012    0.000    0.074    0.000 pythonrationalfield.py:26(from_sympy)
2553/2377    0.004    0.000    0.072    0.000 str.py:118(_print_Function)
   155859    0.068    0.000    0.072    0.000 polyoptions.py:60(getter)
    42136    0.032    0.000    0.071    0.000 function.py:224(is_commutative)
       72    0.000    0.000    0.070    0.001 expressiondomain.py:53(__add__)
      651    0.000    0.000    0.070    0.000 ikfast.py:265(prod)
26398/16530    0.028    0.000    0.070    0.000 expr.py:176(is_number)
      651    0.001    0.000    0.070    0.000 {reduce}
        1    0.000    0.000    0.069    0.069 ccompiler.py:682(link_shared_object)
        1    0.000    0.000    0.069    0.069 unixccompiler.py:152(link)
   672197    0.063    0.000    0.068    0.000 {min}
2553/2377    0.002    0.000    0.068    0.000 str.py:29(stringify)
     3680    0.005    0.000    0.068    0.000 polyclasses.py:251(from_dict)
4234/1774    0.001    0.000    0.067    0.000 expr.py:41(<genexpr>)
       56    0.000    0.000    0.067    0.001 ikfast.py:4037(CheckEquationForVarying)
 2424/952    0.002    0.000    0.067    0.000 expr.py:16(key_inner)
  868/826    0.006    0.000    0.066    0.000 str.py:197(_print_Mul)
     1573    0.003    0.000    0.064    0.000 exprtools.py:73(as_expr)
        3    0.000    0.000    0.063    0.021 ikfast.py:9532(solveHighDegreeEquationsHalfAngle)
        1    0.001    0.001    0.060    0.060 nonlin.py:110(<module>)
    66270    0.060    0.000    0.060    0.000 matrices.py:342(tolist)
        1    0.000    0.000    0.059    0.059 matrices.py:1945(rref)
        1    0.000    0.000    0.058    0.058 type_check.py:3(<module>)
   524597    0.057    0.000    0.057    0.000 {method 'pop' of 'dict' objects}
32876/3395    0.031    0.000    0.057    0.000 basic.py:580(free_symbols)
2923/2517    0.004    0.000    0.056    0.000 power.py:74(__new__)
      416    0.001    0.000    0.055    0.000 factortools.py:607(dmp_zz_wang_test_points)
      945    0.004    0.000    0.054    0.000 polytools.py:355(_unify)
     3864    0.018    0.000    0.053    0.000 polyoptions.py:256(preprocess)
    21463    0.014    0.000    0.053    0.000 densetools.py:571(dup_content)
    90202    0.042    0.000    0.053    0.000 matrices.py:990(slice2bounds)
      265    0.002    0.000    0.052    0.000 mul.py:649(_eval_derivative)
        1    0.000    0.000    0.051    0.051 ikfast.py:969(forwardKinematicsChain)
       60    0.001    0.000    0.051    0.001 str.py:267(_print_Poly)
   320847    0.050    0.000    0.050    0.000 {method 'pop' of 'list' objects}
        1    0.001    0.001    0.049    0.049 expr.py:1(<module>)
     5007    0.005    0.000    0.049    0.000 libmpf.py:465(from_rational)
     4017    0.003    0.000    0.049    0.000 numbers.py:155(_eval_evalf)
    25239    0.012    0.000    0.048    0.000 symbol.py:35(__new__)
     3514    0.005    0.000    0.048    0.000 euclidtools.py:1149(dup_zz_heu_gcd)
    12644    0.007    0.000    0.047    0.000 core.py:247(__lt__)
      251    0.000    0.000    0.047    0.000 polytools.py:1244(sub)
   152857    0.033    0.000    0.047    0.000 densebasic.py:781(dmp_zeros)
10560/9264    0.015    0.000    0.046    0.000 evalf.py:953(evalf)
     1104    0.001    0.000    0.045    0.000 densetools.py:374(dmp_eval_tail)
     2250    0.003    0.000    0.045    0.000 densetools.py:298(dmp_eval)
   264421    0.045    0.000    0.045    0.000 {range}
     3366    0.002    0.000    0.044    0.000 euclidtools.py:1476(dup_inner_gcd)
60156/1104    0.030    0.000    0.044    0.000 densetools.py:361(_rec_eval_tail)
10783/360    0.007    0.000    0.043    0.000 densebasic.py:508(dmp_convert)
64411/2307    0.024    0.000    0.042    0.000 densearith.py:1780(dmp_max_norm)
        2    0.000    0.000    0.042    0.021 __init__.py:3125(_call_aside)
        1    0.000    0.000    0.042    0.042 __init__.py:3140(_initialize_master_working_set)
      553    0.002    0.000    0.041    0.000 cse_main.py:119(insert)
      372    0.001    0.000    0.041    0.000 re.py:230(_compile)
      413    0.000    0.000    0.041    0.000 basic.py:1085(match)
      108    0.000    0.000    0.040    0.000 re.py:192(compile)
     6681    0.008    0.000    0.040    0.000 mul.py:505(as_coeff_mul)
       28    0.000    0.000    0.040    0.001 polytools.py:477(_eval_subs)
    29675    0.021    0.000    0.040    0.000 numbers.py:907(as_numer_denom)
      103    0.000    0.000    0.040    0.000 sre_compile.py:567(compile)
   278/17    0.002    0.000    0.039    0.002 operations.py:162(_matches_commutative)
        2    0.005    0.002    0.039    0.020 ctx_fp.py:1(<module>)
     1401    0.001    0.000    0.038    0.000 densetools.py:665(dmp_ground_primitive)
     3557    0.002    0.000    0.038    0.000 numbers.py:739(_as_mpf_val)
    25095    0.016    0.000    0.037    0.000 numbers.py:319(_new)
66672/42683    0.016    0.000    0.037    0.000 expr.py:197(<genexpr>)
4834/4538    0.004    0.000    0.037    0.000 domain.py:69(convert)
    18669    0.025    0.000    0.036    0.000 printer.py:190(__init__)
       62    0.000    0.000    0.035    0.001 __init__.py:668(add_entry)
     1140    0.003    0.000    0.035    0.000 euclidtools.py:1256(_dmp_zz_gcd_interpolate)
     1093    0.001    0.000    0.035    0.000 exprtools.py:276(quo)
        2    0.008    0.004    0.035    0.017 ctx_base.py:1(<module>)
   369103    0.034    0.000    0.034    0.000 densebasic.py:15(poly_LC)
6754/6719    0.003    0.000    0.034    0.000 expr.py:102(__pow__)
    29242    0.011    0.000    0.033    0.000 libmpf.py:330(from_int)
      286    0.002    0.000    0.033    0.000 __init__.py:2098(find_on_path)
    40980    0.031    0.000    0.032    0.000 densearith.py:17(dup_add_term)
   226/66    0.000    0.000    0.032    0.000 mul.py:667(matches)
77384/20073    0.024    0.000    0.032    0.000 densearith.py:287(dmp_mul_ground)
   256436    0.031    0.000    0.031    0.000 function.py:131(func)
        8    0.000    0.000    0.031    0.004 ikfast.py:930(multiplyMatrix)
    43079    0.015    0.000    0.031    0.000 polyclasses.py:905(__nonzero__)
      787    0.000    0.000    0.031    0.000 polyclasses.py:837(__mul__)
     3984    0.014    0.000    0.031    0.000 constructor.py:9(_construct_simple)
      236    0.001    0.000    0.030    0.000 polytools.py:3432(__eq__)
     4561    0.005    0.000    0.030    0.000 mul.py:991(rejoin)
     2866    0.004    0.000    0.030    0.000 densetools.py:697(dup_extract)
2008/1926    0.001    0.000    0.030    0.000 polyclasses.py:272(convert)
     2320    0.003    0.000    0.030    0.000 mul.py:1001(ndiv)
       23    0.000    0.000    0.030    0.001 polytools.py:3312(__add__)
     2886    0.007    0.000    0.029    0.000 symbol.py:72(sort_key)
      277    0.001    0.000    0.029    0.000 mul.py:399(_eval_power)
   343418    0.029    0.000    0.029    0.000 {iter}
     7680    0.006    0.000    0.028    0.000 matrices.py:1975(<lambda>)
      234    0.001    0.000    0.028    0.000 __init__.py:2506(from_location)
      228    0.000    0.000    0.027    0.000 polytools.py:867(as_dict)
1843/1757    0.001    0.000    0.027    0.000 str.py:231(<lambda>)
      139    0.000    0.000    0.027    0.000 ikfast.py:1301(<genexpr>)
       24    0.000    0.000    0.027    0.001 ikfast.py:1681(ComputeSolutionComplexity)
2641/2520    0.002    0.000    0.027    0.000 densebasic.py:486(dup_convert)
    30228    0.017    0.000    0.026    0.000 densebasic.py:1381(dmp_inflate)
    11119    0.008    0.000    0.026    0.000 symbol.py:127(__new__)
156703/156694    0.012    0.000    0.026    0.000 {abs}
        1    0.001    0.001    0.026    0.026 evalf.py:4(<module>)
      868    0.002    0.000    0.025    0.000 expr.py:282(as_ordered_factors)
      807    0.001    0.000    0.025    0.000 add.py:289(_eval_is_irrational)
    10286    0.016    0.000    0.025    0.000 libmpf.py:291(from_man_exp)
   165757    0.025    0.000    0.025    0.000 matrices.py:382(shape)
     8318    0.017    0.000    0.024    0.000 densearith.py:857(dup_sqr)
        1    0.000    0.000    0.024    0.024 __init__.py:626(_build_master)
        1    0.000    0.000    0.024    0.024 __init__.py:613(__init__)
       29    0.000    0.000    0.024    0.001 polytools.py:115(from_dict)
      103    0.000    0.000    0.024    0.000 sre_parse.py:706(parse)
        1    0.003    0.003    0.023    0.023 __init__.py:111(<module>)
  454/103    0.001    0.000    0.023    0.000 sre_parse.py:317(_parse_sub)
  675/109    0.008    0.000    0.023    0.000 sre_parse.py:395(_parse)
    20772    0.012    0.000    0.023    0.000 numbers.py:1042(__sub__)
     1822    0.002    0.000    0.023    0.000 expr.py:115(__rdiv__)
      199    0.000    0.000    0.023    0.000 ikfast.py:11207(<genexpr>)
        1    0.001    0.001    0.023    0.023 mul.py:1(<module>)
     3441    0.004    0.000    0.022    0.000 mul.py:1048(<genexpr>)
  373/257    0.001    0.000    0.022    0.000 trigonometric.py:506(_eval_expand_trig)
    40980    0.021    0.000    0.022    0.000 densearith.py:149(dup_mul_term)
   592/66    0.001    0.000    0.022    0.000 expr.py:240(conjugate)
        1    0.004    0.004    0.021    0.021 numbers.py:1(<module>)
  357/241    0.001    0.000    0.021    0.000 trigonometric.py:284(_eval_expand_trig)
    84327    0.016    0.000    0.021    0.000 function.py:226(<genexpr>)
189237/189201    0.019    0.000    0.021    0.000 densearith.py:534(dup_add)
   407/66    0.000    0.000    0.021    0.000 complexes.py:334(eval)
   156/66    0.000    0.000    0.021    0.000 mul.py:1188(_eval_conjugate)
    13111    0.008    0.000    0.021    0.000 numbers.py:158(_as_mpf_op)
        6    0.000    0.000    0.021    0.003 ikfast.py:760(RoundMatrix)
        1    0.003    0.003    0.021    0.021 __init__.py:169(<module>)
    10250    0.006    0.000    0.021    0.000 basic.py:1050(matches)
     9496    0.010    0.000    0.020    0.000 precedence.py:57(precedence)
   113998    0.020    0.000    0.020    0.000 matrices.py:334(__len__)
     1134    0.004    0.000    0.020    0.000 domain.py:357(poly_ring)
     1970    0.001    0.000    0.020    0.000 expr.py:307(<lambda>)
      120    0.000    0.000    0.020    0.000 __init__.py:2825(_reload_version)
       24    0.000    0.000    0.020    0.001 basic.py:691(as_poly)
     5188    0.010    0.000    0.020    0.000 libmpf.py:924(mpf_div)
    14089    0.016    0.000    0.020    0.000 libmpf.py:858(python_mpf_mul)
      120    0.000    0.000    0.020    0.000 __init__.py:2478(_version_from_file)
     1231    0.002    0.000    0.020    0.000 basic.py:789(_subs_dict)
    67505    0.019    0.000    0.019    0.000 libmpf.py:511(mpf_eq)
    11634    0.007    0.000    0.019    0.000 symbol.py:56(__new_stage2__)
1089/1019    0.000    0.000    0.019    0.000 add.py:280(<lambda>)
      523    0.000    0.000    0.019    0.000 polytools.py:219(__hash__)
123382/123236    0.017    0.000    0.018    0.000 densearith.py:494(dup_neg)
      945    0.002    0.000    0.018    0.000 domain.py:191(unify)
     1093    0.002    0.000    0.018    0.000 exprtools.py:264(mul)
     9949    0.012    0.000    0.018    0.000 matrices.py:27(_dims_to_nm)
      343    0.001    0.000    0.018    0.000 polynomialring.py:103(from_PolynomialRing)
  556/129    0.001    0.000    0.018    0.000 polyclasses.py:162(__hash__)
        1    0.002    0.002    0.018    0.018 polytools.py:1(<module>)
     6420    0.009    0.000    0.017    0.000 polytools.py:100(new)
      589    0.000    0.000    0.017    0.000 __init__.py:2651(_get_metadata)
      242    0.000    0.000    0.017    0.000 expr.py:136(__lt__)
      351    0.001    0.000    0.017    0.000 relational.py:119(__new__)
  610/251    0.001    0.000    0.017    0.000 polyclasses.py:422(sub)
     1246    0.002    0.000    0.017    0.000 str.py:362(_print_Float)
    12451    0.003    0.000    0.017    0.000 iterables.py:204(next)
     1206    0.003    0.000    0.017    0.000 polynomialring.py:20(__init__)
        1    0.001    0.001    0.017    0.017 metaclass.py:1(<module>)
        1    0.001    0.001    0.017    0.017 csr.py:1(<module>)
   204854    0.017    0.000    0.017    0.000 {method 'copy' of 'dict' objects}
       30    0.000    0.000    0.017    0.001 densebasic.py:1485(dmp_inject)
36449/2685    0.013    0.000    0.016    0.000 densearith.py:339(dmp_quo_ground)
        1    0.001    0.001    0.016    0.016 __init__.py:7(<module>)
      120    0.000    0.000    0.016    0.000 {next}
      124    0.000    0.000    0.016    0.000 relational.py:19(Eq)
      384    0.001    0.000    0.016    0.000 power.py:648(matches)
       19    0.000    0.000    0.016    0.001 matrices.py:837(col_join)
     1093    0.001    0.000    0.016    0.000 exprtools.py:273(inv)
    49951    0.011    0.000    0.016    0.000 matrices.py:3202(a2idx)
      814    0.002    0.000    0.016    0.000 add.py:315(_eval_is_negative)
       30    0.000    0.000    0.016    0.001 densebasic.py:1520(dmp_eject)
       35    0.000    0.000    0.016    0.000 trigonometric.py:368(eval)
